week,steamid,owner_base,average_price,pre_average_price,action,adventure,casual,puzzle,RPG,sports,simulation,strategy,new_followers,peak_concurrent,sharing_percentage,average_playtime,covid_confirmed,owners_change
8,292030,7981000,39.99,39.99,1,1,0,0,1,0,0,0,2143,31372,8.41,609,546152,65000
9,292030,8046000,39.99,39.99,1,1,0,0,1,0,0,0,1828,27005,8.26,524,605772,-3098000
10,292030,4948000,39.99,39.99,1,1,0,0,1,0,0,0,1642,24382,6.48,619,742685,3214000
11,292030,8162000,39.99,39.99,1,1,0,0,1,0,0,0,1793,24649,4.57,573,1101744,59000
12,292030,8221000,35.99,39.99,1,1,0,0,1,0,0,0,1865,27724,5.66,414,2167643,65000
13,292030,8286000,11.99,35.99,1,1,0,0,1,0,0,0,3201,38275,7.52,449,4612054,186000
14,292030,8472000,15.99,11.99,1,1,0,0,1,0,0,0,2740,45292,8.68,527,8185633,140000
15,292030,8612000,39.99,15.99,1,1,0,0,1,0,0,0,1709,40703,7,487,12155629,59000
16,292030,8671000,39.99,39.99,1,1,0,0,1,0,0,0,1552,34372,8.03,700,16185863,60000
1,648800,965000,18.28,13.99,1,1,0,0,0,0,1,1,2747,11999,22.12,328,0,298000
2,648800,1263000,19.99,18.28,1,1,0,0,0,0,1,1,2117,7428,15.21,402,0,28000
3,648800,1291000,19.99,19.99,1,1,0,0,0,0,1,1,1440,5846,15.01,294,0,-41000
4,648800,1250000,19.99,19.99,1,1,0,0,0,0,1,1,1471,5673,10.89,170,14207,-84000
5,648800,1166000,19.99,19.99,1,1,0,0,0,0,1,1,1790,6382,9.29,232,96925,11000
6,648800,1177000,19.99,19.99,1,1,0,0,0,0,1,1,1998,6114,10.81,193,257654,59000
7,648800,1236000,19.99,19.99,1,1,0,0,0,0,1,1,2618,7705,10.23,329,461122,32000
8,648800,1268000,19.99,19.99,1,1,0,0,0,0,1,1,1813,6970,6.78,768,546152,31000
9,648800,1299000,19.99,19.99,1,1,0,0,0,0,1,1,2029,6577,9.63,347,605772,19000
10,648800,1318000,19.99,19.99,1,1,0,0,0,0,1,1,2247,7049,6.19,203,742685,27000
11,648800,1345000,19.99,19.99,1,1,0,0,0,0,1,1,1591,5683,5.61,273,1101744,24000
12,648800,1369000,19.99,19.99,1,1,0,0,0,0,1,1,1551,6114,7.59,213,2167643,27000
13,648800,1396000,19.99,19.99,1,1,0,0,0,0,1,1,1477,5732,6.75,460,4612054,24000
14,648800,1420000,19.99,19.99,1,1,0,0,0,0,1,1,1345,6327,5.66,243,8185633,26000
15,648800,1446000,19.99,19.99,1,1,0,0,0,0,1,1,1349,5681,4.74,93,12155629,30000
16,648800,1476000,19.99,19.99,1,1,0,0,0,0,1,1,1152,5054,6.01,253,16185863,21000
1,883710,1742000,48.5,19.79,1,1,0,1,0,0,0,0,1406,4562,14.67,282,0,1275000
2,883710,3017000,59.99,48.5,1,1,0,1,0,0,0,0,479,2878,15.52,202,0,40000
3,883710,3057000,59.99,59.99,1,1,0,1,0,0,0,0,402,2406,9.96,357,0,-1286000
4,883710,1771000,37.02,59.99,1,1,0,1,0,0,0,0,1190,3673,11.51,101,14207,1173000
5,883710,2944000,59.99,37.02,1,1,0,1,0,0,0,0,690,3143,13.64,422,96925,-29000
6,883710,2915000,59.99,59.99,1,1,0,1,0,0,0,0,615,2518,12.4,103,257654,40000
7,883710,2955000,25.53,59.99,1,1,0,1,0,0,0,0,2486,4566,10.02,273,461122,177000
8,883710,3132000,59.99,25.53,1,1,0,1,0,0,0,0,660,3103,10.22,283,546152,-13000
9,883710,3119000,39.99,59.99,1,1,0,1,0,0,0,0,595,2611,13,343,605772,32000
10,883710,3151000,39.99,39.99,1,1,0,1,0,0,0,0,638,2303,7.99,216,742685,41000
11,883710,3192000,39.99,39.99,1,1,0,1,0,0,0,0,536,2026,4.28,227,1101744,17000
12,883710,3209000,25.7,39.99,1,1,0,1,0,0,0,0,1460,3652,8.78,391,2167643,77000
13,883710,3286000,19.99,25.7,1,1,0,1,0,0,0,0,1128,4413,8.05,123,4612054,-1363000
14,883710,1923000,19.99,19.99,1,1,0,1,0,0,0,0,1769,5467,13.4,320,8185633,1466000
15,883710,3389000,19.99,19.99,1,1,0,1,0,0,0,0,1836,5814,11.08,241,12155629,69000
16,883710,3458000,39.99,19.99,1,1,0,1,0,0,0,0,711,4110,16.33,257,16185863,25000
1,251570,3383000,20.28,8.49,1,1,0,0,1,0,1,1,515,23628,5.42,977,0,41000
2,251570,3424000,24.99,20.28,1,1,0,0,1,0,1,1,558,19684,7.57,1440,0,33000
3,251570,3457000,24.99,24.99,1,1,0,0,1,0,1,1,523,17244,5.38,299,0,-142000
4,251570,3315000,15.56,24.99,1,1,0,0,1,0,1,1,700,19911,7.17,523,14207,-231000
5,251570,3084000,24.99,15.56,1,1,0,0,1,0,1,1,945,22026,7.46,634,96925,27000
6,251570,3111000,24.99,24.99,1,1,0,0,1,0,1,1,963,21060,7.33,1313,257654,257000
7,251570,3368000,24.99,24.99,1,1,0,0,1,0,1,1,787,19827,7.69,387,461122,18000
8,251570,3386000,24.99,24.99,1,1,0,0,1,0,1,1,790,19035,2.81,487,546152,25000
9,251570,3411000,24.99,24.99,1,1,0,0,1,0,1,1,747,17116,4.96,709,605772,26000
10,251570,3437000,24.99,24.99,1,1,0,0,1,0,1,1,786,17157,6.35,540,742685,34000
11,251570,3471000,20.28,24.99,1,1,0,0,1,0,1,1,1029,17811,4.55,533,1101744,75000
12,251570,3546000,10.85,20.28,1,1,0,0,1,0,1,1,1432,28285,8.44,746,2167643,112000
13,251570,3658000,24.99,10.85,1,1,0,0,1,0,1,1,776,25953,8.58,809,4612054,18000
14,251570,3676000,24.99,24.99,1,1,0,0,1,0,1,1,784,23139,7.73,838,8185633,19000
15,251570,3695000,24.99,24.99,1,1,0,0,1,0,1,1,604,21983,6.33,674,12155629,25000
16,251570,3720000,24.99,24.99,1,1,0,0,1,0,1,1,816,21410,5.16,916,16185863,33000
1,221100,4657000,39.85,26.99,1,1,0,0,0,0,1,0,2184,22933,12.03,1255,0,-1859000
2,221100,2798000,44.99,39.85,1,1,0,0,0,0,1,0,1182,20722,8.73,888,0,1904000
3,221100,4702000,44.99,44.99,1,1,0,0,0,0,1,0,976,19481,6.46,1225,0,-2034000
4,221100,2668000,34.7,44.99,1,1,0,0,0,0,1,0,1307,19419,6.83,902,14207,1515000
5,221100,4183000,44.99,34.7,1,1,0,0,0,0,1,0,2146,19544,10.05,869,96925,24000
6,221100,4207000,44.99,44.99,1,1,0,0,0,0,1,0,2070,20243,10.04,355,257654,24000
7,221100,4231000,34.7,44.99,1,1,0,0,0,0,1,0,5242,28232,12.77,953,461122,22000
8,221100,4253000,44.99,34.7,1,1,0,0,0,0,1,0,2697,24857,11.79,886,546152,-1410000
9,221100,2843000,44.99,44.99,1,1,0,0,0,0,1,0,1489,22510,10.98,776,605772,1428000
10,221100,4271000,44.99,44.99,1,1,0,0,0,0,1,0,1113,21276,7.36,1176,742685,17000
11,221100,4288000,44.99,44.99,1,1,0,0,0,0,1,0,836,19711,10.03,1040,1101744,9000
12,221100,4297000,44.99,44.99,1,1,0,0,0,0,1,0,803,21680,6.6,1402,2167643,13000
13,221100,4310000,44.99,44.99,1,1,0,0,0,0,1,0,697,21988,9.05,688,4612054,17000
14,221100,4327000,29.56,44.99,1,1,0,0,0,0,1,0,794,24409,5.92,1316,8185633,20000
15,221100,4347000,26.99,29.56,1,1,0,0,0,0,1,0,869,26029,6.37,2347,12155629,22000
16,221100,4369000,42.42,26.99,1,1,0,0,0,0,1,0,657,25101,7.96,908,16185863,8000
1,281990,2205000,31.42,9.99,0,1,0,0,0,0,1,1,624,13989,7.91,456,0,-15000
2,281990,2190000,39.99,31.42,0,1,0,0,0,0,1,1,476,11697,5.33,354,0,64000
3,281990,2254000,39.99,39.99,0,1,0,0,0,0,1,1,572,10811,6.6,396,0,-25000
4,281990,2229000,27.13,39.99,0,1,0,0,0,0,1,1,784,11978,6.96,739,14207,-100000
5,281990,2129000,39.99,27.13,0,1,0,0,0,0,1,1,539,11932,5.72,507,96925,52000
6,281990,2181000,39.99,39.99,0,1,0,0,0,0,1,1,508,11504,4.32,1036,257654,43000
7,281990,2224000,39.99,39.99,0,1,0,0,0,0,1,1,561,11119,6.11,1075,461122,56000
8,281990,2280000,39.99,39.99,0,1,0,0,0,0,1,1,896,11400,7.05,861,546152,69000
9,281990,2349000,39.99,39.99,0,1,0,0,0,0,1,1,980,11147,4.87,814,605772,53000
10,281990,2402000,39.99,39.99,0,1,0,0,0,0,1,1,784,11405,7.4,784,742685,49000
11,281990,2451000,39.99,39.99,0,1,0,0,0,0,1,1,1186,18868,4.87,637,1101744,-82000
12,281990,2369000,27.13,39.99,0,1,0,0,0,0,1,1,3205,53746,16.07,536,2167643,57000
13,281990,2426000,39.99,27.13,0,1,0,0,0,0,1,1,1261,38953,12.38,1002,4612054,99000
14,281990,2525000,39.99,39.99,0,1,0,0,0,0,1,1,812,27817,13.84,894,8185633,143000
15,281990,2668000,39.99,39.99,0,1,0,0,0,0,1,1,688,24996,11.57,914,12155629,58000
16,281990,2726000,39.99,39.99,0,1,0,0,0,0,1,1,649,21646,10.29,961,16185863,35000
1,510840,1829000,8.56,4.99,1,0,1,0,0,0,1,0,0,162,1.37,215,0,-2000
2,510840,1827000,9.99,8.56,1,0,1,0,0,0,1,0,0,54,0.7,295,0,15000
3,510840,1842000,9.99,9.99,1,0,1,0,0,0,1,0,0,69,1.36,232,0,-94000
4,510840,1748000,9.99,9.99,1,0,1,0,0,0,1,0,0,41,0,148,14207,-126000
5,510840,1622000,9.99,9.99,1,0,1,0,0,0,1,0,0,62,0.32,220,96925,0
6,510840,1622000,9.99,9.99,1,0,1,0,0,0,1,0,0,71,1.36,278,257654,2000
7,510840,1624000,9.99,9.99,1,0,1,0,0,0,1,0,0,61,0.23,90,461122,-1294000
8,510840,330000,9.99,9.99,1,0,1,0,0,0,1,0,0,51,0,52,546152,1296000
9,510840,1626000,9.99,9.99,1,0,1,0,0,0,1,0,0,23,0.26,209,605772,2000
10,510840,1628000,9.99,9.99,1,0,1,0,0,0,1,0,0,53,0.28,349,742685,-12000
11,510840,1616000,9.99,9.99,1,0,1,0,0,0,1,0,0,54,0,351,1101744,1000
12,510840,1617000,2.28,9.99,1,0,1,0,0,0,1,0,0,58,0,351,2167643,-27000
13,510840,1590000,8.7,2.28,1,0,1,0,0,0,1,0,0,49,0,351,4612054,-38000
14,510840,1552000,9.99,8.7,1,0,1,0,0,0,1,0,0,40,0,351,8185633,49000
15,510840,1601000,9.99,9.99,1,0,1,0,0,0,1,0,0,59,0,351,12155629,-46000
16,510840,1555000,9.99,9.99,1,0,1,0,0,0,1,0,0,41,0.35,353,16185863,1000
1,636480,601000,13.53,9.89,1,1,0,0,0,0,0,1,154,808,17.91,140,0,-122000
2,636480,479000,14.99,13.53,1,1,0,0,0,0,0,1,155,714,9.05,190,0,169000
3,636480,648000,14.99,14.99,1,1,0,0,0,0,0,1,161,771,9.75,348,0,-11000
4,636480,637000,12.8,14.99,1,1,0,0,0,0,0,1,200,793,31.31,217,14207,-27000
5,636480,610000,14.99,12.8,1,1,0,0,0,0,0,1,154,787,6.68,817,96925,20000
6,636480,630000,14.99,14.99,1,1,0,0,0,0,0,1,141,770,33.36,240,257654,93000
7,636480,723000,14.99,14.99,1,1,0,0,0,0,0,1,134,712,17.38,43,461122,18000
8,636480,741000,14.99,14.99,1,1,0,0,0,0,0,1,119,670,20.54,33,546152,21000
9,636480,762000,14.99,14.99,1,1,0,0,0,0,0,1,141,684,10,148,605772,13000
10,636480,775000,14.99,14.99,1,1,0,0,0,0,0,1,110,665,18.81,108,742685,13000
11,636480,788000,14.99,14.99,1,1,0,0,0,0,0,1,150,792,9.18,47,1101744,21000
12,636480,809000,10.7,14.99,1,1,0,0,0,0,0,1,216,1184,12.92,45,2167643,31000
13,636480,840000,14.99,10.7,1,1,0,0,0,0,0,1,199,969,26.22,244,4612054,27000
14,636480,867000,14.99,14.99,1,1,0,0,0,0,0,1,143,869,22.79,318,8185633,15000
15,636480,882000,14.99,14.99,1,1,0,0,0,0,0,1,145,850,9.66,127,12155629,18000
16,636480,900000,14.99,14.99,1,1,0,0,0,0,0,1,156,761,23.86,69,16185863,15000
1,470220,743000,7.99,2.99,1,0,1,0,0,0,0,1,1744,1281,20.77,117,0,68000
2,470220,811000,9.99,7.99,1,0,1,0,0,0,0,1,817,730,10.7,159,0,17000
3,470220,828000,9.99,9.99,1,0,1,0,0,0,0,1,809,645,3.48,102,0,-27000
4,470220,801000,5.99,9.99,1,0,1,0,0,0,0,1,1961,1182,11.82,74,14207,-51000
5,470220,750000,5.99,5.99,1,0,1,0,0,0,0,1,2294,1393,11.44,78,96925,13000
6,470220,763000,9.99,5.99,1,0,1,0,0,0,0,1,894,734,14.05,132,257654,31000
7,470220,794000,9.99,9.99,1,0,1,0,0,0,0,1,565,552,8.91,102,461122,11000
8,470220,805000,9.99,9.99,1,0,1,0,0,0,0,1,540,513,6.6,38,546152,4000
9,470220,809000,5.99,9.99,1,0,1,0,0,0,0,1,1290,761,9.13,76,605772,0
10,470220,809000,9.99,5.99,1,0,1,0,0,0,0,1,579,511,5.6,49,742685,16000
11,470220,825000,8.99,9.99,1,0,1,0,0,0,0,1,1678,1457,6.41,101,1101744,-12000
12,470220,813000,2.99,8.99,1,0,1,0,0,0,0,1,6767,4223,15.29,67,2167643,74000
13,470220,887000,7.28,2.99,1,0,1,0,0,0,0,1,3648,2840,21.41,131,4612054,120000
14,470220,1007000,9.99,7.28,1,0,1,0,0,0,0,1,1253,1516,15.63,101,8185633,19000
15,470220,1026000,9.99,9.99,1,0,1,0,0,0,0,1,942,1177,12.64,66,12155629,309000
16,470220,1335000,9.99,9.99,1,0,1,0,0,0,0,1,987,979,11.25,71,16185863,-221000
1,460920,650000,23.56,7.49,1,1,1,0,0,1,1,0,68,552,6.3,102,0,449000
2,460920,1099000,29.99,23.56,1,1,1,0,0,1,1,0,26,372,3.19,93,0,-17000
3,460920,1082000,29.99,29.99,1,1,1,0,0,1,1,0,36,285,4.17,75,0,-55000
